Time, fixType, gnssFixOk, headVehValid, invalid_llh, latitude, longitude, SIV, groundSpeed, headingMotion, headingVehicle, distanceBetween, targetHeading, currentHeading, headingError, gpsError, averageGPSError, index
4/8/21466 0:0:15,97,0,0,0,1065353216,1265902592,0,1306845632,480000000,16,4725916.02,36.22,2.62,0.19,-4797.38,0,0
3/27/2020 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,4.81,-0.34,4.81,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,7.5,-0.35,7.5,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,10.38,-0.37,10.38,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,13.25,-0.39,13.25,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,16,-0.4,16,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,18.87,-0.42,18.87,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,21.81,-0.43,21.81,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,24.5,-0.45,24.5,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,27.25,-0.46,27.25,0,0
4/11/2025 18:01,0,0,0,0,0,0,0,0,0,0,9269531.26,303.75,30.44,-0.48,30.44,0,0
4/8/4584 0:00,97,0,0,85,0,-1351307581,242,-31248062,-1078169146,1431658880,6670414.75,50.4,5.12,0.25,10786.82,0,0
4/11/2025 18:02,3,1,0,0,334924639,-820050808,14,223,35974160,0,25.1,280.24,8.69,-0.49,-351.05,0,0
4/11/2025 18:02,3,1,0,0,334924639,-820050808,14,223,35974160,0,25.1,280.24,283.62,-0.02,-76.12,0,0
4/11/2025 18:02,3,1,0,0,334924765,-820050835,21,206,27660912,0,24.64,277.13,276.19,0.01,-0.42,0,0
4/11/2025 18:02,3,1,0,0,334924765,-820050869,21,368,27006050,0,24.33,277.22,273.87,0.02,3.81,0,0
4/11/2025 18:02,3,1,0,0,334924763,-820050909,21,395,26328136,0,23.96,277.39,273.5,0.02,10.22,0,0
4/11/2025 18:02,3,1,0,0,334924758,-820050958,21,436,26710872,0,23.52,277.66,275.94,0.01,8.83,0,0
4/11/2025 18:02,3,1,0,0,334924760,-820051003,21,421,27349594,0,23.1,277.75,281.8,-0.02,8.31,-4.68,0
4/11/2025 18:02,3,1,0,0,334924762,-820051048,21,409,27107018,0,22.69,277.83,279.3,-0.01,8.23,-4.68,0
4/11/2025 18:02,3,1,0,0,334924761,-820051093,22,402,26735098,0,22.28,278.01,278.68,0,11.33,-4.68,0
4/11/2025 18:02,3,1,0,0,334924760,-820051139,22,437,26899190,0,21.85,278.19,278.24,0,9.25,-4.68,0
4/11/2025 18:02,3,1,0,0,334924760,-820051187,22,428,26685848,0,21.41,278.36,278.11,0,11.26,-4.68,0
4/11/2025 18:02,3,1,0,0,334924759,-820051233,22,439,26584692,0,20.99,278.56,277.68,0,11.83,-4.68,0
4/11/2025 18:02,3,1,0,0,334924758,-820051280,22,418,26550386,0,20.56,278.77,277.3,0.01,11.8,-4.68,0
4/11/2025 18:02,3,1,0,0,334924757,-820051325,22,407,26378118,0,20.15,278.99,276.55,0.01,12.77,-4.68,0
4/11/2025 18:02,3,1,0,0,334924755,-820051367,22,409,26523792,0,19.77,279.23,275.61,0.02,10.38,-4.68,0
4/11/2025 18:02,3,1,0,0,334924753,-820051411,22,419,26278308,0,19.37,279.48,276.93,0.01,14.14,-4.68,0
4/11/2025 18:02,3,1,0,0,334924750,-820051456,22,423,26281076,0,18.97,279.79,264.87,0.08,2.06,6.25,0
4/11/2025 18:02,3,1,0,0,334924746,-820051503,22,435,26123024,0,18.55,280.16,276.5,0.02,15.27,6.25,0
4/11/2025 18:02,3,1,0,0,334924742,-820051533,22,220,25470620,0,18.28,280.45,283.69,-0.02,28.98,6.25,0
4/11/2025 18:02,3,1,0,0,334924745,-820051564,22,351,27800818,0,17.99,280.51,284.44,-0.02,6.43,6.25,0
4/11/2025 18:02,3,1,0,0,334924766,-820051655,22,455,28358096,0,17.12,280.26,281.62,-0.01,-1.96,6.25,0
4/11/2025 18:02,3,1,0,0,334924777,-820051705,25,473,28075328,0,16.64,280.12,280.25,0,-0.5,6.25,0
4/11/2025 18:02,3,1,0,0,334924787,-820051760,25,484,28080814,0,16.12,280.05,279.31,0,-1.5,6.25,0
4/11/2025 18:02,3,1,0,0,334924796,-820051816,25,488,27905482,0,15.59,280.03,278.69,0.01,-0.37,6.25,0
4/11/2025 18:02,3,1,0,0,334924804,-820051870,25,482,27856408,0,15.08,280.02,278.12,0.01,-0.44,6.25,0
4/11/2025 18:02,3,1,0,0,334924811,-820051922,25,478,27642730,0,14.59,280.05,277.25,0.02,0.82,6.25,0
4/11/2025 18:02,3,1,0,0,334924816,-820051977,25,488,27543120,0,14.08,280.19,271.19,0.05,-4.24,11.06,0
4/11/2025 18:02,3,1,0,0,334924819,-820052010,26,238,26793400,0,13.77,280.28,278.57,0.01,10.63,11.06,0
4/11/2025 18:02,3,1,0,0,334924828,-820052045,26,401,28859188,0,13.44,280.11,283.38,-0.02,-5.21,11.06,0
4/11/2025 18:02,3,1,0,0,334924844,-820052092,26,474,29045030,0,12.98,279.67,284.88,-0.03,-5.57,11.06,0
4/11/2025 18:02,3,1,0,0,334924858,-820052134,26,402,28850572,0,12.57,279.27,280.94,-0.01,-7.56,11.06,0
4/11/2025 18:02,3,1,0,0,334924871,-820052181,27,488,28647792,0,12.11,278.93,281.32,-0.01,-5.16,11.06,0
4/11/2025 18:02,3,1,0,0,334924886,-820052230,27,495,28954088,0,11.64,278.46,282.32,-0.02,-7.23,11.06,0
4/11/2025 18:02,3,1,0,0,334924901,-820052278,27,467,28688406,0,11.17,277.95,280.32,-0.01,-6.57,11.06,0
4/11/2025 18:02,3,1,0,0,334924915,-820052327,27,487,28792580,0,10.7,277.46,281.25,-0.02,-6.67,11.06,0
4/11/2025 18:02,3,1,0,0,334924929,-820052376,27,475,28773906,0,10.23,276.93,279.63,-0.01,-8.11,11.06,0
4/11/2025 18:02,3,1,0,0,334924944,-820052426,27,492,28712290,0,9.75,276.29,284.84,-0.05,-2.28,6.47,0
4/11/2025 18:02,3,1,0,0,334924955,-820052467,27,362,28681312,0,9.36,275.8,278.22,-0.01,-8.6,6.47,0
4/11/2025 18:02,3,1,0,0,334924963,-820052510,27,416,27805596,0,8.96,275.49,276.4,-0.01,-1.65,6.47,0
4/11/2025 18:02,3,1,0,0,334924970,-820052561,27,476,27778350,0,8.48,275.27,276.72,-0.01,-1.07,6.47,0
4/11/2025 18:02,3,1,0,0,334924978,-820052613,27,498,28027368,0,7.99,274.95,277.84,-0.02,-2.43,6.47,0
4/11/2025 18:02,3,1,0,0,334924988,-820052668,27,510,28096678,0,7.47,274.44,279.15,-0.03,-1.81,6.47,0
4/11/2025 18:03,3,1,0,0,334924996,-820052718,27,440,28113422,0,7,274.01,276.03,-0.01,-5.11,6.47,0
4/11/2025 18:03,3,1,0,0,334925004,-820052770,27,512,27759168,0,6.51,273.52,276.47,-0.02,-1.13,6.47,0
4/11/2025 18:03,3,1,0,0,334925012,-820052825,27,515,27934502,0,6,272.98,277.47,-0.02,-1.88,6.47,0
4/11/2025 18:03,3,1,0,0,334925020,-820052876,27,451,28067058,0,5.52,272.31,274.59,-0.01,-6.08,6.47,0
4/11/2025 18:03,3,1,0,0,334925028,-820052930,27,511,27735008,0,5.02,271.52,278.42,-0.04,1.07,3.27,0
4/11/2025 18:03,3,1,0,0,334925035,-820052979,27,411,28009846,0,4.56,270.7,272.48,-0.01,-7.62,3.27,0
4/11/2025 18:03,3,1,0,0,334925036,-820053029,27,475,26718298,0,4.1,270.62,271.61,-0.01,4.42,3.27,0
4/11/2025 18:03,3,1,0,0,334925036,-820053083,27,487,26957598,0,3.6,270.71,271.54,0,1.97,3.27,0
4/11/2025 18:03,3,1,0,0,334925037,-820053139,27,507,27066726,0,3.08,270.62,271.54,-0.01,0.88,3.27,0
4/11/2025 18:03,3,1,0,0,334925038,-820053195,27,510,26961344,0,2.56,270.5,271.54,-0.01,1.93,3.27,0
4/11/2025 18:03,3,1,0,0,334925039,-820053251,27,506,27025116,0,2.04,270.31,271.54,-0.01,1.29,3.27,0
4/11/2025 18:03,3,1,0,0,334925040,-820053304,27,469,27002044,0,1.55,270,271.54,-0.01,1.52,3.27,0
4/11/2025 18:03,3,1,0,0,334925041,-820053344,27,312,27164130,0,7.65,247.08,270.86,-0.13,-0.78,3.96,1
4/11/2025 18:03,3,1,0,0,334925041,-820053344,27,312,27164130,0,7.65,247.08,250.54,-0.02,-21.1,3.96,1
4/11/2025 18:03,3,1,0,0,334925043,-820053398,27,219,24432808,0,7.2,245.36,243.11,0.01,-1.22,3.96,1
4/11/2025 18:03,3,1,0,0,334925032,-820053428,27,343,24235858,0,6.9,245.33,241.73,0.02,-0.63,3.96,1
4/11/2025 18:03,3,1,0,0,334925015,-820053465,27,416,23986046,0,6.51,245.58,241.98,0.02,2.12,3.96,1
4/11/2025 18:03,3,1,0,0,334924996,-820053506,27,431,23973360,0,6.08,245.91,242.11,0.02,2.37,3.96,1
